title_jp,title_en,format,source,release_date,end_date,season,episodes,duration (min),genres,score,average_score,popularity
Jujutsu Kaisen,JUJUTSU KAISEN,TV,MANGA,"{'year': 2020, 'month': 10, 'day': 3}","{'year': 2021, 'month': 3, 'day': 27}",FALL,24,24,"['Action', 'Drama', 'Supernatural']",7.5,85,769775
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,TV,LIGHT_NOVEL,"{'year': 2021, 'month': 1, 'day': 6}","{'year': 2021, 'month': 3, 'day': 24}",WINTER,12,30,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Psychological', 'Romance', 'Thriller']",8.0,84,239140
DAICON IV Opening Animation,,MOVIE,ORIGINAL,"{'year': 1983, 'month': 8, 'day': 20}","{'year': 1983, 'month': 8, 'day': 20}",SUMMER,1,6,"['Action', 'Adventure', 'Mecha', 'Music', 'Sci-Fi']",0.0,77,3282
Pale Cocoon,Pale Cocoon,OVA,ORIGINAL,"{'year': 2005, 'month': 12, 'day': 10}","{'year': 2005, 'month': 12, 'day': 10}",WINTER,1,23,"['Drama', 'Sci-Fi']",7.0,68,14768
Tori no Uta,Bird's Song; Bird's Poem,OVA,,"{'year': 2007, 'month': 1, 'day': 30}","{'year': 2007, 'month': 1, 'day': 30}",WINTER,1,34,"['Fantasy', 'Psychological']",0.0,59,2305
EUREKA: Koukyoushihen Eureka Seven Hi-Evolution,EUREKA: Eureka Seven Hi-Evolution,MOVIE,ORIGINAL,"{'year': 2021, 'month': 11, 'day': 26}","{'year': 2021, 'month': 11, 'day': 26}",FALL,1,116,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi']",7.0,61,4281
TEXHNOLYZE,Texhnolyze,TV,ORIGINAL,"{'year': 2003, 'month': 4, 'day': 17}","{'year': 2003, 'month': 9, 'day': 25}",SPRING,22,23,"['Action', 'Drama', 'Psychological', 'Sci-Fi']",8.5,77,68611
1-Pound no Fukuin,One Pound Gospel,OVA,MANGA,"{'year': 1988, 'month': 12, 'day': 2}","{'year': 1988, 'month': 12, 'day': 2}",FALL,1,50,"['Comedy', 'Romance', 'Sports']",5.0,61,2448
1001 Nights,,MOVIE,,"{'year': 1999, 'month': 4, 'day': 24}","{'year': 1999, 'month': 4, 'day': 24}",SPRING,1,24,"['Fantasy', 'Romance']",0.0,62,7415
11-nin Iru!,They Were 11,MOVIE,MANGA,"{'year': 1986, 'month': 11, 'day': 1}","{'year': 1986, 'month': 11, 'day': 1}",FALL,1,91,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",7.0,67,4277
12-sai.: Chiccha na Mune no Tokimeki,,TV,MANGA,"{'year': 2016, 'month': 4, 'day': 4}","{'year': 2016, 'month': 6, 'day': 20}",SPRING,12,24,['Romance'],6.0,60,7391
3-gatsu no Lion,March comes in like a lion,TV,MANGA,"{'year': 2016, 'month': 10, 'day': 8}","{'year': 2017, 'month': 3, 'day': 18}",FALL,22,25,"['Drama', 'Slice of Life']",10.0,83,186251
3-gatsu no Lion 2,March comes in like a lion Season 2,TV,MANGA,"{'year': 2017, 'month': 10, 'day': 14}","{'year': 2018, 'month': 3, 'day': 31}",FALL,22,25,"['Drama', 'Slice of Life']",10.0,89,117408
Go-toubun no Hanayome,The Quintessential Quintuplets,TV,MANGA,"{'year': 2019, 'month': 1, 'day': 11}","{'year': 2019, 'month': 3, 'day': 29}",WINTER,12,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",7.0,75,256114
86: Eighty Six,86 EIGHTY-SIX,TV,LIGHT_NOVEL,"{'year': 2021, 'month': 4, 'day': 11}","{'year': 2021, 'month': 6, 'day': 20}",SPRING,11,24,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",9.0,82,240862
a piece of PHANTASMAGORIA,,OVA,,"{'year': 1995, 'month': None, 'day': None}","{'year': 1995, 'month': None, 'day': None}",,15,5,['Fantasy'],0.0,58,2143
Absolute Duo,Absolute Duo,TV,LIGHT_NOVEL,"{'year': 2015, 'month': 1, 'day': 4}","{'year': 2015, 'month': 3, 'day': 22}",WINTER,12,24,"['Action', 'Ecchi', 'Romance', 'Supernatural']",5.0,60,105109
Acchi Kocchi,Place to Place,TV,MANGA,"{'year': 2012, 'month': 4, 'day': 6}","{'year': 2012, 'month': 6, 'day': 29}",SPRING,12,24,"['Comedy', 'Romance', 'Slice of Life']",8.0,72,65965
Ace wo Nerae!,Aim for the Ace!,TV,MANGA,"{'year': 1973, 'month': 10, 'day': 5}","{'year': 1974, 'month': 3, 'day': 29}",FALL,26,24,"['Drama', 'Sports']",8.0,70,6912
Ace wo Nerae! 2,Aim for the Ace!: Another Match,OVA,MANGA,"{'year': 1988, 'month': 7, 'day': 25}","{'year': 1988, 'month': 10, 'day': 25}",SUMMER,13,25,"['Drama', 'Sports']",10.0,73,1701
Ace wo Nerae: Final Stage,,OVA,MANGA,"{'year': 1989, 'month': 10, 'day': 25}","{'year': 1990, 'month': 4, 'day': 25}",FALL,12,24,"['Action', 'Sports']",9.0,70,1283
Aho-Girl,AHO-GIRL,TV_SHORT,MANGA,"{'year': 2017, 'month': 7, 'day': 4}","{'year': 2017, 'month': 9, 'day': 19}",SUMMER,12,13,"['Comedy', 'Romance']",6.0,64,111674
Ai Yori Aoshi,Ai Yori Aoshi,TV,MANGA,"{'year': 2002, 'month': 4, 'day': 11}","{'year': 2002, 'month': 9, 'day': 26}",SPRING,24,23,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",7.0,67,15772
AIR,Air,TV,VISUAL_NOVEL,"{'year': 2005, 'month': 1, 'day': 7}","{'year': 2005, 'month': 4, 'day': 1}",WINTER,13,24,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",6.0,68,45574
Akagami no Shirayuki-hime,Snow White with the Red Hair,TV,MANGA,"{'year': 2015, 'month': 7, 'day': 7}","{'year': 2015, 'month': 9, 'day': 22}",SUMMER,12,24,"['Drama', 'Fantasy', 'Romance']",9.0,76,154207
Akagami no Shirayuki-hime 2nd Season,Snow White with the Red Hair Season 2,TV,MANGA,"{'year': 2016, 'month': 1, 'day': 12}","{'year': 2016, 'month': 3, 'day': 29}",WINTER,12,24,"['Drama', 'Fantasy', 'Romance']",8.0,78,76885
Akatsuki no Yona,Yona of the Dawn,TV,MANGA,"{'year': 2014, 'month': 10, 'day': 7}","{'year': 2015, 'month': 3, 'day': 24}",FALL,24,24,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",8.0,79,182009
Akudama Drive,Akudama Drive,TV,ORIGINAL,"{'year': 2020, 'month': 10, 'day': 8}","{'year': 2020, 'month': 12, 'day': 24}",FALL,12,24,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",8.0,75,139050
Aldnoah.Zero,ALDNOAH.ZERO,TV,ORIGINAL,"{'year': 2014, 'month': 7, 'day': 6}","{'year': 2014, 'month': 9, 'day': 21}",SUMMER,12,24,"['Action', 'Mecha', 'Sci-Fi']",8.0,70,92921
Aldnoah.Zero 2,ALDNOAH.ZERO Season 2,TV,ORIGINAL,"{'year': 2015, 'month': 1, 'day': 11}","{'year': 2015, 'month': 3, 'day': 29}",WINTER,12,24,"['Action', 'Mecha', 'Sci-Fi']",8.0,65,57886
Amagi Brilliant Park,Amagi Brilliant Park,TV,LIGHT_NOVEL,"{'year': 2014, 'month': 10, 'day': 7}","{'year': 2014, 'month': 12, 'day': 26}",FALL,13,24,"['Comedy', 'Fantasy']",8.0,72,142816
Angel Beats!,Angel Beats!,TV,ORIGINAL,"{'year': 2010, 'month': 4, 'day': 3}","{'year': 2010, 'month': 6, 'day': 26}",SPRING,13,24,"['Action', 'Comedy', 'Drama', 'Supernatural']",8.0,77,383829
Anime Tenchou,,OVA,OTHER,"{'year': 2002, 'month': 8, 'day': 19}","{'year': 2002, 'month': 8, 'day': 19}",SUMMER,1,2,['Action'],0.0,57,4123
Anne no Nikki,The Diary of Anne Frank,MOVIE,OTHER,"{'year': 1995, 'month': 8, 'day': 19}","{'year': 1995, 'month': 8, 'day': 19}",SUMMER,1,102,['Drama'],8.0,63,2900
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Anohana: The Flower We Saw That Day,TV,ORIGINAL,"{'year': 2011, 'month': 4, 'day': 15}","{'year': 2011, 'month': 6, 'day': 24}",SPRING,11,22,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",4.0,80,346992
Ano Natsu de Matteru,Waiting in the Summer,TV,ORIGINAL,"{'year': 2012, 'month': 1, 'day': 10}","{'year': 2012, 'month': 3, 'day': 27}",WINTER,12,23,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life']",7.0,71,75228
Ansatsu Kyoushitsu,Assassination Classroom,TV,MANGA,"{'year': 2015, 'month': 1, 'day': 10}","{'year': 2015, 'month': 6, 'day': 20}",WINTER,22,23,"['Action', 'Comedy', 'Drama', 'Supernatural']",9.0,79,529464
Ansatsu Kyoushitsu 2,Assassination Classroom 2,TV,MANGA,"{'year': 2016, 'month': 1, 'day': 8}","{'year': 2016, 'month': 7, 'day': 1}",WINTER,25,23,"['Action', 'Comedy', 'Drama', 'Supernatural']",9.0,83,313391
Ao Haru Ride,Blue Spring Ride,TV,MANGA,"{'year': 2014, 'month': 7, 'day': 8}","{'year': 2014, 'month': 9, 'day': 23}",SUMMER,12,23,"['Drama', 'Romance', 'Slice of Life']",8.0,75,207554
Arakawa Under the Bridge,Arakawa Under the Bridge,TV,MANGA,"{'year': 2010, 'month': 4, 'day': 5}","{'year': 2010, 'month': 6, 'day': 28}",SPRING,13,24,"['Comedy', 'Romance']",9.0,74,67848
Arakawa Under the Bridge x Bridge,Arakawa Under the Bridge x Bridge,TV,MANGA,"{'year': 2010, 'month': 10, 'day': 4}","{'year': 2010, 'month': 12, 'day': 27}",FALL,13,23,"['Comedy', 'Romance']",8.0,75,30327
Arslan Senki (TV),The Heroic Legend of Arslan,TV,MANGA,"{'year': 2015, 'month': 4, 'day': 5}","{'year': 2015, 'month': 9, 'day': 27}",SPRING,25,24,"['Action', 'Adventure', 'Drama', 'Fantasy']",7.0,73,66138
Arslan Senki: Fuujin Ranbu,The Heroic Legend of Arslan: Dust Storm Dance,TV,MANGA,"{'year': 2016, 'month': 7, 'day': 3}","{'year': 2016, 'month': 8, 'day': 21}",SUMMER,8,24,"['Action', 'Adventure', 'Fantasy']",7.0,72,25930
Arte,Arte,TV,MANGA,"{'year': 2020, 'month': 4, 'day': 4}","{'year': 2020, 'month': 6, 'day': 20}",SPRING,12,24,"['Drama', 'Romance', 'Slice of Life']",6.0,69,38100
Assassins Pride,ASSASSINS PRIDE,TV,LIGHT_NOVEL,"{'year': 2019, 'month': 10, 'day': 10}","{'year': 2019, 'month': 12, 'day': 26}",FALL,12,24,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance']",6.0,57,96754
B Gata H Kei,Yamada's First Time: B Gata H Kei,TV,MANGA,"{'year': 2010, 'month': 4, 'day': 2}","{'year': 2010, 'month': 6, 'day': 18}",SPRING,12,24,"['Comedy', 'Ecchi', 'Romance']",6.0,64,63095
Bakemono no Ko,The Boy and The Beast,MOVIE,ORIGINAL,"{'year': 2015, 'month': 7, 'day': 11}","{'year': 2015, 'month': 7, 'day': 11}",SUMMER,1,118,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",9.0,79,96564
Bakemonogatari,Bakemonogatari,TV,LIGHT_NOVEL,"{'year': 2009, 'month': 7, 'day': 3}","{'year': 2010, 'month': 6, 'day': 25}",SUMMER,15,24,"['Comedy', 'Drama', 'Mystery', 'Psychological', 'Romance', 'Supernatural']",9.0,82,293151
Bakuman.,Bakuman.,TV,MANGA,"{'year': 2010, 'month': 10, 'day': 2}","{'year': 2011, 'month': 4, 'day': 2}",FALL,25,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",9.0,79,108004
Bakuman. 2,,TV,MANGA,"{'year': 2011, 'month': 10, 'day': 1}","{'year': 2012, 'month': 3, 'day': 24}",FALL,25,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",9.0,81,56796
Bakuman. 3,,TV,MANGA,"{'year': 2012, 'month': 10, 'day': 6}","{'year': 2013, 'month': 3, 'day': 30}",FALL,25,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",9.0,83,53105
Bara no Hana to Joe,,MOVIE,,"{'year': 1977, 'month': 3, 'day': 16}","{'year': 1977, 'month': 3, 'day': 16}",SPRING,1,20,['Drama'],6.0,50,654
BEASTARS,BEASTARS,TV,MANGA,"{'year': 2019, 'month': 10, 'day': 10}","{'year': 2019, 'month': 12, 'day': 26}",FALL,12,23,"['Drama', 'Mystery', 'Psychological', 'Romance', 'Slice of Life']",9.0,77,222537
Bishoujo Senshi Sailor Moon,Sailor Moon,TV,MANGA,"{'year': 1992, 'month': 3, 'day': 7}","{'year': 1993, 'month': 2, 'day': 27}",WINTER,46,24,"['Action', 'Adventure', 'Fantasy', 'Mahou Shoujo', 'Romance']",7.0,76,89967
Black Bullet,Black Bullet,TV,LIGHT_NOVEL,"{'year': 2014, 'month': 4, 'day': 8}","{'year': 2014, 'month': 7, 'day': 1}",SPRING,13,24,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",7.0,67,172183
Boku no Hero Academia,My Hero Academia,TV,MANGA,"{'year': 2016, 'month': 4, 'day': 3}","{'year': 2016, 'month': 6, 'day': 26}",SPRING,13,24,"['Action', 'Adventure', 'Comedy']",9.0,76,734769
Boku no Kanojo ga Majime Sugiru Shoujo Bitch na Ken,My Girlfriend is Shobitch,TV,MANGA,"{'year': 2017, 'month': 10, 'day': 12}","{'year': 2017, 'month': 12, 'day': 14}",FALL,10,23,"['Comedy', 'Ecchi', 'Romance']",5.0,58,64368
Bokura wa Minna Kawaisou,The Kawai Complex Guide to Manors and Hostel Behavior,TV,MANGA,"{'year': 2014, 'month': 4, 'day': 4}","{'year': 2014, 'month': 6, 'day': 20}",SPRING,12,24,"['Comedy', 'Romance', 'Slice of Life']",7.0,74,70467
Bokutachi wa Benkyou ga Dekinai,We Never Learn: BOKUBEN,TV,MANGA,"{'year': 2019, 'month': 4, 'day': 7}","{'year': 2019, 'month': 6, 'day': 30}",SPRING,13,24,"['Comedy', 'Ecchi', 'Romance', 'Slice of Life']",7.0,71,112839
Bokutachi wa Benkyou ga Dekinai!,We Never Learn!: BOKUBEN Season 2,TV,MANGA,"{'year': 2019, 'month': 10, 'day': 6}","{'year': 2019, 'month': 12, 'day': 29}",FALL,13,24,"['Comedy', 'Ecchi', 'Romance', 'Slice of Life']",7.0,71,72985
Bungou Stray Dogs,Bungo Stray Dogs,TV,MANGA,"{'year': 2016, 'month': 4, 'day': 7}","{'year': 2016, 'month': 6, 'day': 23}",SPRING,12,24,"['Action', 'Comedy', 'Mystery', 'Supernatural']",7.0,77,356844
Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,TV,MANGA,"{'year': 2016, 'month': 10, 'day': 6}","{'year': 2016, 'month': 12, 'day': 16}",FALL,12,24,"['Action', 'Comedy', 'Mystery', 'Supernatural']",8.0,81,207904
Captain Earth,Captain Earth,TV,ORIGINAL,"{'year': 2014, 'month': 4, 'day': 6}","{'year': 2014, 'month': 9, 'day': 21}",SPRING,25,24,"['Mecha', 'Sci-Fi']",6.0,60,14515
Cencoroll,,MOVIE,ORIGINAL,"{'year': 2009, 'month': 7, 'day': 28}","{'year': 2009, 'month': 7, 'day': 28}",SUMMER,1,27,"['Action', 'Sci-Fi']",5.0,68,26660
Charlotte,,TV,ORIGINAL,"{'year': 2015, 'month': 7, 'day': 5}","{'year': 2015, 'month': 9, 'day': 27}",SUMMER,13,24,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Supernatural']",7.0,75,360075
Chihayafuru,Chihayafuru,TV,MANGA,"{'year': 2011, 'month': 10, 'day': 5}","{'year': 2012, 'month': 3, 'day': 28}",FALL,25,22,"['Drama', 'Romance', 'Slice of Life', 'Sports']",9.0,80,107940
Chirin no Suzu,Ringing Bell,MOVIE,OTHER,"{'year': 1978, 'month': 3, 'day': 11}","{'year': 1978, 'month': 3, 'day': 11}",SPRING,1,47,"['Adventure', 'Drama', 'Fantasy']",0.0,69,5220
Chobits,Chobits,TV,MANGA,"{'year': 2002, 'month': 4, 'day': 3}","{'year': 2002, 'month': 9, 'day': 25}",SPRING,26,24,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Sci-Fi']",7.0,71,76667
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,High School Prodigies Have It Easy Even In Another World,TV,LIGHT_NOVEL,"{'year': 2019, 'month': 10, 'day': 3}","{'year': 2019, 'month': 12, 'day': 19}",FALL,12,24,"['Action', 'Adventure', 'Drama', 'Ecchi', 'Fantasy']",5.0,61,71276
Chuunibyou demo Koi ga Shitai!,"Love, Chunibyo & Other Delusions",TV,LIGHT_NOVEL,"{'year': 2012, 'month': 10, 'day': 4}","{'year': 2012, 'month': 12, 'day': 20}",FALL,12,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",8.0,75,295644
Chuunibyou demo Koi ga Shitai! Ren,"Love, Chunibyo & Other Delusions - Heart Throb -",TV,LIGHT_NOVEL,"{'year': 2014, 'month': 1, 'day': 9}","{'year': 2014, 'month': 3, 'day': 27}",WINTER,12,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",8.0,74,157955
City Hunter,,TV,MANGA,"{'year': 1987, 'month': 4, 'day': 6}","{'year': 1988, 'month': 3, 'day': 28}",SPRING,51,25,"['Action', 'Comedy', 'Mystery']",8.0,76,22684
CLANNAD,Clannad,TV,VISUAL_NOVEL,"{'year': 2007, 'month': 10, 'day': 5}","{'year': 2008, 'month': 3, 'day': 28}",FALL,23,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']",8.0,77,251603
CLANNAD: After Story,Clannad: After Story,TV,VISUAL_NOVEL,"{'year': 2008, 'month': 10, 'day': 3}","{'year': 2009, 'month': 3, 'day': 27}",FALL,24,24,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",10.0,87,192516
Classroom☆Crisis,Classroom☆Crisis,TV,ORIGINAL,"{'year': 2015, 'month': 7, 'day': 4}","{'year': 2015, 'month': 9, 'day': 26}",SUMMER,13,24,"['Comedy', 'Romance', 'Sci-Fi']",7.0,65,26998
Code Geass: Fukkatsu no Lelouch,Code Geass: Lelouch of the Re;surrection,MOVIE,ORIGINAL,"{'year': 2019, 'month': 2, 'day': 9}","{'year': 2019, 'month': 2, 'day': 9}",WINTER,1,115,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",9.0,77,83162
Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,TV,ORIGINAL,"{'year': 2006, 'month': 10, 'day': 6}","{'year': 2007, 'month': 7, 'day': 28}",FALL,25,24,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Thriller']",8.0,85,403648
Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,TV,ORIGINAL,"{'year': 2008, 'month': 4, 'day': 6}","{'year': 2008, 'month': 9, 'day': 28}",SPRING,25,24,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Thriller']",9.0,87,303196
Code:Realize: Sousei no Himegimi,Code: Realize ~Guardian of Rebirth~,TV,VISUAL_NOVEL,"{'year': 2017, 'month': 10, 'day': 7}","{'year': 2017, 'month': 12, 'day': 23}",FALL,12,24,"['Action', 'Adventure', 'Fantasy', 'Romance']",7.0,61,17528
Colorful,Colorful ~ The Motion Picture,MOVIE,OTHER,"{'year': 2010, 'month': 8, 'day': 21}","{'year': 2010, 'month': 8, 'day': 21}",SUMMER,1,127,"['Drama', 'Slice of Life', 'Supernatural']",9.0,75,47957
Coquelicot-zaka kara,From Up on Poppy Hill,MOVIE,MANGA,"{'year': 2011, 'month': 7, 'day': 16}","{'year': 2011, 'month': 7, 'day': 16}",SUMMER,1,95,"['Drama', 'Romance', 'Slice of Life']",6.0,75,54165
Cowboy Bebop,Cowboy Bebop,TV,ORIGINAL,"{'year': 1998, 'month': 4, 'day': 3}","{'year': 1999, 'month': 4, 'day': 24}",SPRING,26,24,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",8.0,86,391314
Cross Ange: Tenshi to Ryuu no Rondo,Cross Ange: Rondo of Angel and Dragon,TV,ORIGINAL,"{'year': 2014, 'month': 10, 'day': 5}","{'year': 2015, 'month': 3, 'day': 29}",FALL,25,24,"['Action', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi']",7.0,69,44814
Crusher Joe,Crusher Joe: The Movie,MOVIE,OTHER,"{'year': 1983, 'month': 3, 'day': 12}","{'year': 1983, 'month': 3, 'day': 12}",SPRING,1,131,"['Action', 'Adventure', 'Sci-Fi']",7.0,69,3931
DAICON III Opening Animation,,MOVIE,ORIGINAL,"{'year': 1981, 'month': 8, 'day': 22}","{'year': 1981, 'month': 8, 'day': 22}",SUMMER,1,5,"['Action', 'Adventure', 'Mecha', 'Music', 'Sci-Fi']",0.0,72,7599
Dallos,Dallos,OVA,ORIGINAL,"{'year': 1983, 'month': 12, 'day': 12}","{'year': 1984, 'month': 7, 'day': 21}",FALL,4,30,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",6.0,58,4236
Danna ga Nani wo Itteiru ka Wakaranai Ken,I Can't Understand What My Husband Is Saying,TV_SHORT,MANGA,"{'year': 2014, 'month': 10, 'day': 3}","{'year': 2014, 'month': 12, 'day': 26}",FALL,13,4,"['Comedy', 'Romance', 'Slice of Life']",7.0,70,75586
Danna ga Nani wo Itteiru ka Wakaranai Ken 2-sure-me,I Can't Understand What My Husband is Saying 2nd Thread,TV_SHORT,MANGA,"{'year': 2015, 'month': 4, 'day': 3}","{'year': 2015, 'month': 6, 'day': 26}",SPRING,13,4,"['Comedy', 'Romance', 'Slice of Life']",7.0,71,43087
Darling in the Franxx,DARLING in the FRANXX,TV,ORIGINAL,"{'year': 2018, 'month': 1, 'day': 13}","{'year': 2018, 'month': 7, 'day': 7}",WINTER,24,24,"['Action', 'Drama', 'Mecha', 'Psychological', 'Romance', 'Sci-Fi']",6.0,68,417589
Date A Live,Date A Live,TV,LIGHT_NOVEL,"{'year': 2013, 'month': 4, 'day': 6}","{'year': 2013, 'month': 6, 'day': 22}",SPRING,12,23,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",6.0,68,207134
Date A Live II,Date A Live II,TV,LIGHT_NOVEL,"{'year': 2014, 'month': 4, 'day': 12}","{'year': 2014, 'month': 6, 'day': 14}",SPRING,10,28,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Sci-Fi']",6.0,69,127743
Dead Leaves,Dead Leaves,MOVIE,ORIGINAL,"{'year': 2004, 'month': 1, 'day': 16}","{'year': 2004, 'month': 1, 'day': 16}",WINTER,1,50,"['Action', 'Adventure', 'Comedy', 'Psychological', 'Sci-Fi']",8.0,69,23308
DEATH NOTE,Death Note,TV,MANGA,"{'year': 2006, 'month': 10, 'day': 4}","{'year': 2007, 'month': 6, 'day': 27}",FALL,37,23,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']",9.0,84,784651
Deca-Dence,DECA-DENCE,TV,ORIGINAL,"{'year': 2020, 'month': 7, 'day': 8}","{'year': 2020, 'month': 9, 'day': 23}",SUMMER,12,24,"['Action', 'Adventure', 'Sci-Fi']",8.0,71,87802
Demi-chan wa Kataritai,Interviews with Monster Girls,TV,MANGA,"{'year': 2017, 'month': 1, 'day': 8}","{'year': 2017, 'month': 3, 'day': 26}",WINTER,12,24,"['Slice of Life', 'Supernatural']",7.0,74,91277
Devils' Line,Devils' Line,TV,MANGA,"{'year': 2018, 'month': 4, 'day': 7}","{'year': 2018, 'month': 6, 'day': 23}",SPRING,12,24,"['Action', 'Drama', 'Horror', 'Romance', 'Supernatural']",6.0,65,72003
Dirty Pair,Dirty Pair,TV,OTHER,"{'year': 1985, 'month': 7, 'day': 15}","{'year': 1985, 'month': 12, 'day': 26}",SUMMER,24,25,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Sci-Fi']",7.0,71,12048
Dirty Pair: Lovely Angels yori Ai wo Komete,Dirty Pair: With Love From the Lovely Angels,OVA,OTHER,"{'year': 1987, 'month': 12, 'day': 21}","{'year': 1988, 'month': 4, 'day': 21}",FALL,2,23,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Sci-Fi']",6.0,69,2434
Dorohedoro,Dorohedoro,TV,MANGA,"{'year': 2020, 'month': 1, 'day': 13}","{'year': 2020, 'month': 3, 'day': 30}",WINTER,12,24,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Mystery']",9.0,79,147739
Dr. STONE,Dr. STONE,TV,MANGA,"{'year': 2019, 'month': 7, 'day': 5}","{'year': 2019, 'month': 12, 'day': 13}",SUMMER,24,24,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",7.0,81,456069
Dragon Ball,Dragon Ball,TV,MANGA,"{'year': 1986, 'month': 2, 'day': 26}","{'year': 1989, 'month': 4, 'day': 12}",WINTER,153,25,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Supernatural']",8.0,78,194050
Dragon Ball GT,Dragon Ball GT,TV,MANGA,"{'year': 1996, 'month': 2, 'day': 7}","{'year': 1997, 'month': 11, 'day': 19}",WINTER,64,24,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",7.0,63,110875
Dragon Ball Z,Dragon Ball Z,TV,MANGA,"{'year': 1989, 'month': 4, 'day': 26}","{'year': 1996, 'month': 1, 'day': 31}",SPRING,291,24,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Supernatural']",7.0,80,215579
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,TV,LIGHT_NOVEL,"{'year': 2015, 'month': 4, 'day': 4}","{'year': 2015, 'month': 6, 'day': 27}",SPRING,13,24,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",8.0,73,334814
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,TV,LIGHT_NOVEL,"{'year': 2019, 'month': 7, 'day': 13}","{'year': 2019, 'month': 9, 'day': 28}",SUMMER,12,24,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",8.0,71,206718
Durarara!!,Durarara!!,TV,LIGHT_NOVEL,"{'year': 2010, 'month': 1, 'day': 8}","{'year': 2010, 'month': 6, 'day': 25}",WINTER,24,24,"['Action', 'Mystery', 'Supernatural']",9.0,79,254474
Durarara!!x2 Ketsu,Durarara!! X2 The Third Arc,TV,LIGHT_NOVEL,"{'year': 2016, 'month': 1, 'day': 9}","{'year': 2016, 'month': 3, 'day': 26}",WINTER,12,24,"['Action', 'Mystery', 'Supernatural']",9.0,79,71621
Durarara!!x2 Shou,Durarara!! X2,TV,LIGHT_NOVEL,"{'year': 2015, 'month': 1, 'day': 10}","{'year': 2015, 'month': 3, 'day': 28}",WINTER,12,24,"['Action', 'Mystery', 'Supernatural']",9.0,78,98916
Durarara!!x2 Ten,Durarara!! X2 The Second Arc,TV,LIGHT_NOVEL,"{'year': 2015, 'month': 7, 'day': 4}","{'year': 2015, 'month': 9, 'day': 26}",SUMMER,12,24,"['Action', 'Mystery', 'Supernatural']",8.0,78,78639
